symbol,factor,regime,beta_high,beta_low,diff,t_diff,n_high,n_low
DTM,growth,Rates,0.6731,-2.2498,2.9228,2.4212,109,101
DTM,growth,Bull-Bear,-0.0381,-0.1219,0.0838,0.1349,723,261
DTM,lithium,VIX,-0.1569,0.0178,-0.1747,-1.3956,164,255
DTM,lithium,Rates,-0.1773,-0.1424,-0.0349,-0.1902,109,101
DTM,lithium,Bull-Bear,-0.0369,-0.1685,0.1316,1.4067,723,261
DTM,semiconductors,VIX,-0.0844,-0.0474,-0.0369,-0.2178,164,255
DTM,semiconductors,Rates,0.1485,0.1410,0.0075,0.0308,109,101
DTM,semiconductors,Bull-Bear,0.0888,0.1323,-0.0435,-0.3586,723,261
DTM,uranium,VIX,0.3861,0.1094,0.2768,2.8379,164,255
DTM,uranium,Rates,0.2955,0.1369,0.1586,1.1009,109,101
DTM,uranium,Bull-Bear,0.1140,0.3488,-0.2348,-3.4512,723,261
DTM,xl_consumer_defensive,VIX,-0.3128,-0.1106,-0.2022,-0.7643,164,255
DTM,xl_consumer_defensive,Rates,-0.8137,-0.2540,-0.5597,-1.4176,109,101
DTM,xl_consumer_defensive,Bull-Bear,-0.3431,-0.5565,0.2134,1.1336,723,261
DTM,xl_financials,VIX,-0.3758,-0.1319,-0.2439,-0.6397,164,255
DTM,xl_financials,Rates,0.0324,0.1741,-0.1417,-0.2623,109,101
DTM,xl_financials,Bull-Bear,0.1756,-0.2315,0.4071,1.5102,723,261
DTM,xl_healthcare,VIX,-0.9216,-0.2512,-0.6704,-2.0815,164,255
DTM,xl_healthcare,Rates,-0.9265,-1.0435,0.1170,0.2842,109,101
DTM,xl_healthcare,Bull-Bear,-0.5281,-0.7309,0.2028,1.0347,723,261
DTM,xl_industrials,VIX,-0.2141,0.0615,-0.2756,-0.6380,164,255
DTM,xl_industrials,Rates,-0.3953,0.0617,-0.4570,-0.7535,109,101
DTM,xl_industrials,Bull-Bear,0.1817,-0.2181,0.3998,1.2894,723,261
DTM,xl_real_estate,VIX,-0.0692,0.1974,-0.2666,-1.1356,164,255
DTM,xl_real_estate,Rates,-0.1591,0.2773,-0.4364,-1.5287,109,101
DTM,xl_real_estate,Bull-Bear,0.0867,0.0031,0.0836,0.4959,723,261
DTM,xl_utilities,VIX,0.1779,0.3093,-0.1314,-0.6133,164,255
DTM,xl_utilities,Rates,-0.0173,0.2862,-0.3035,-1.0291,109,101
DTM,xl_utilities,Bull-Bear,0.3169,0.1127,0.2042,1.3875,723,261
DTM,china_a_shares,VIX,-0.2262,-0.0746,-0.1515,-0.9725,164,255
DTM,china_a_shares,Rates,-0.1576,-0.3523,0.1947,0.8592,109,101
DTM,china_a_shares,Bull-Bear,-0.0360,-0.2233,0.1873,1.6235,723,261
DTM,china_exposure,VIX,0.0113,-0.0272,0.0385,0.3613,164,255
DTM,china_exposure,Rates,-0.0727,-0.2566,0.1839,1.0877,109,101
DTM,china_exposure,Bull-Bear,-0.0570,0.0114,-0.0684,-0.8752,723,261
DTW,market_beta,VIX,0.3781,0.2710,0.1071,1.6230,343,508
DTW,market_beta,Rates,0.6171,0.3592,0.2579,2.3799,127,121
DTW,market_beta,Bull-Bear,0.2130,0.3894,-0.1764,-3.9962,1277,419
DTW,copper,VIX,0.0583,0.0578,0.0005,0.0079,343,508
DTW,copper,Rates,0.1995,0.1079,0.0917,0.6247,127,121
DTW,copper,Bull-Bear,0.0116,0.0840,-0.0724,-1.2880,1277,419
DTW,credit_hy_spread,VIX,0.0454,-0.5585,0.6039,3.7023,343,508
DTW,credit_hy_spread,Rates,1.7140,0.4691,1.2449,2.2123,127,121
DTW,credit_hy_spread,Bull-Bear,-0.4778,0.0121,-0.4898,-3.4853,1277,419
DTW,energy_oil,VIX,0.0607,-0.0094,0.0700,2.3556,343,508
DTW,energy_oil,Rates,0.3289,-0.0010,0.3300,4.0498,127,121
DTW,energy_oil,Bull-Bear,0.0019,0.0491,-0.0472,-1.8966,1277,419
DTW,gold,VIX,0.1306,0.1348,-0.0042,-0.0457,343,508
DTW,gold,Rates,0.2931,0.0151,0.2780,1.4183,127,121
DTW,gold,Bull-Bear,0.0807,0.1377,-0.0570,-0.7193,1277,419
DTW,inflation,VIX,0.2096,-0.7620,0.9716,3.6308,343,508
DTW,inflation,Rates,-0.5328,-0.0252,-0.5076,-0.9574,127,121
DTW,inflation,Bull-Bear,-0.6156,0.0242,-0.6398,-3.0569,1277,419
DTW,natural_gas,VIX,0.0171,-0.0119,0.0290,1.0935,343,508
DTW,natural_gas,Rates,0.0382,0.0080,0.0302,0.5640,127,121
DTW,natural_gas,Bull-Bear,-0.0049,0.0211,-0.0260,-1.2209,1277,419
DTW,rates,VIX,0.8381,0.5917,0.2465,1.3678,343,508
DTW,rates,Rates,2.7401,0.8594,1.8807,2.7052,127,121
DTW,rates,Bull-Bear,0.6073,0.9146,-0.3073,-2.0926,1277,419
DTW,rates_30y,VIX,0.3982,0.2796,0.1185,1.5205,343,508
DTW,rates_30y,Rates,1.1247,0.1322,0.9925,4.4041,127,121
DTW,rates_30y,Bull-Bear,0.2749,0.4484,-0.1735,-2.7069,1277,419
DTW,usd_strength,VIX,0.0946,-0.1746,0.2692,1.6085,343,508
DTW,usd_strength,Rates,-0.3806,-0.0164,-0.3642,-0.9135,127,121
DTW,usd_strength,Bull-Bear,-0.2005,-0.0016,-0.1989,-1.3838,1277,419
DTW,volatility,VIX,0.0623,-0.0178,0.0801,5.6434,343,508
DTW,volatility,Rates,0.0768,0.0327,0.0442,1.4243,127,121
DTW,volatility,Bull-Bear,-0.0131,0.0948,-0.1079,-7.4331,1277,419
DTW,momentum,VIX,0.1433,-0.0097,0.1531,1.0606,343,508
DTW,momentum,Rates,0.0524,-0.0574,0.1098,0.3213,127,121
DTW,momentum,Bull-Bear,-0.0533,0.1541,-0.2074,-1.4844,1277,419
DTW,quality,VIX,0.2184,0.0527,0.1657,0.4235,343,508
DTW,quality,Rates,-1.8563,0.7411,-2.5974,-3.3324,127,121
DTW,quality,Bull-Bear,-0.0319,0.2780,-0.3099,-0.9521,1277,419
DTW,value,VIX,0.6887,0.2460,0.4427,2.3706,343,508
DTW,value,Rates,1.6888,0.5022,1.1866,2.7045,127,121
DTW,value,Bull-Bear,0.0755,0.7503,-0.6748,-3.7853,1277,419
DTW,biotech,VIX,-0.1581,0.0354,-0.1935,-2.1272,343,508
DTW,biotech,Rates,-0.2609,-0.2093,-0.0516,-0.2275,127,121
DTW,biotech,Bull-Bear,0.0383,-0.1575,0.1959,2.5105,1277,419
DTW,defense,VIX,0.3802,-0.0082,0.3884,4.3550,343,508
DTW,defense,Rates,0.4623,-0.1637,0.6261,2.6297,127,121
DTW,defense,Bull-Bear,-0.0044,0.3650,-0.3693,-4.6020,1277,419
DTW,growth,VIX,0.2484,0.2000,0.0484,0.1139,343,508
DTW,growth,Rates,2.0505,0.7446,1.3059,1.4655,127,121
DTW,growth,Bull-Bear,0.2910,0.4053,-0.1144,-0.3189,1277,419
DTW,lithium,VIX,0.0652,0.0229,0.0423,0.6824,343,508
DTW,lithium,Rates,-0.0038,0.0263,-0.0301,-0.2070,127,121
DTW,lithium,Bull-Bear,0.0197,0.0918,-0.0721,-1.0950,1277,419
DTW,semiconductors,VIX,-0.0512,0.0457,-0.0969,-1.1598,343,508
DTW,semiconductors,Rates,0.3235,-0.0467,0.3702,1.9642,127,121
DTW,semiconductors,Bull-Bear,0.0120,-0.0135,0.0255,0.3634,1277,419
DTW,uranium,VIX,0.0614,0.0331,0.0283,0.4897,343,508
DTW,uranium,Rates,0.1658,-0.0398,0.2056,1.8620,127,121
DTW,uranium,Bull-Bear,0.0077,0.1018,-0.0941,-1.9080,1277,419
DTW,xl_consumer_defensive,VIX,-0.2404,-0.0825,-0.1580,-1.2640,343,508
DTW,xl_consumer_defensive,Rates,-0.2344,-0.0817,-0.1527,-0.5274,127,121
DTW,xl_consumer_defensive,Bull-Bear,-0.0300,-0.2723,0.2424,2.3018,1277,419
DTW,xl_financials,VIX,0.5371,-0.0568,0.5940,3.5549,343,508
DTW,xl_financials,Rates,0.4644,0.6138,-0.1494,-0.3897,127,121
DTW,xl_financials,Bull-Bear,-0.0121,0.6453,-0.6573,-4.5202,1277,419
DTW,xl_healthcare,VIX,-0.1236,-0.0792,-0.0444,-0.3048,343,508
DTW,xl_healthcare,Rates,-0.4496,0.0867,-0.5363,-1.5911,127,121
DTW,xl_healthcare,Bull-Bear,-0.0265,-0.2600,0.2335,1.8710,1277,419
DTW,xl_industrials,VIX,0.5354,0.1267,0.4088,2.2718,343,508
DTW,xl_industrials,Rates,0.3927,-0.3294,0.7221,1.5243,127,121
DTW,xl_industrials,Bull-Bear,-0.0178,0.4919,-0.5098,-3.2396,1277,419
DTW,xl_real_estate,VIX,0.1315,0.0517,0.0798,0.7586,343,508
DTW,xl_real_estate,Rates,-0.1521,0.4698,-0.6219,-2.7417,127,121
DTW,xl_real_estate,Bull-Bear,0.0335,0.1003,-0.0668,-0.7323,1277,419
DTW,xl_utilities,VIX,-0.0007,-0.0499,0.0492,0.5352,343,508
DTW,xl_utilities,Rates,-0.1445,0.2695,-0.4140,-2.0989,127,121
DTW,xl_utilities,Bull-Bear,-0.0421,-0.0112,-0.0308,-0.3904,1277,419
DTW,china_a_shares,VIX,-0.0103,-0.0290,0.0187,0.2333,343,508
DTW,china_a_shares,Rates,0.1427,0.0951,0.0476,0.2603,127,121
DTW,china_a_shares,Bull-Bear,-0.0366,0.0184,-0.0551,-0.7932,1277,419
DTW,china_exposure,VIX,-0.0264,-0.0422,0.0158,0.2428,343,508
DTW,china_exposure,Rates,-0.0515,0.0388,-0.0902,-0.6384,127,121
DTW,china_exposure,Bull-Bear,-0.0192,-0.0221,0.0029,0.0518,1277,419
DUK,market_beta,VIX,0.6198,0.5123,0.1075,2.4502,866,1983
DUK,market_beta,Rates,0.6927,0.6735,0.0192,0.2717,264,264
DUK,market_beta,Bull-Bear,0.3601,0.6144,-0.2543,-8.4170,3147,1116
DUK,copper,VIX,-0.0644,-0.0336,-0.0308,-0.4542,401,1429
DUK,copper,Rates,-0.0352,-0.1253,0.0901,0.8142,172,156
DUK,copper,Bull-Bear,-0.0440,-0.0679,0.0239,0.4752,2330,587
DUK,credit_hy_spread,VIX,0.2083,-0.8014,1.0096,10.4766,866,1482
DUK,credit_hy_spread,Rates,0.3585,1.0520,-0.6935,-2.9716,254,250
DUK,credit_hy_spread,Bull-Bear,-0.2722,0.1669,-0.4391,-5.8354,2877,1033
DUK,energy_oil,VIX,-0.0223,-0.0277,0.0055,0.2096,826,1408
DUK,energy_oil,Rates,-0.0069,-0.0258,0.0189,0.2689,247,247
DUK,energy_oil,Bull-Bear,-0.0378,-0.0330,-0.0048,-0.2198,2757,1010
DUK,gold,VIX,0.0367,0.1212,-0.0845,-1.6257,866,1983
DUK,gold,Rates,0.1412,0.0050,0.1362,1.0679,264,264
DUK,gold,Bull-Bear,0.0876,0.0239,0.0637,1.4609,3147,1116
DUK,inflation,VIX,-0.2842,-0.8145,0.5303,2.7580,866,1983
DUK,inflation,Rates,-0.3983,-0.0672,-0.3312,-0.7989,264,264
DUK,inflation,Bull-Bear,-0.3907,-0.4306,0.0400,0.2550,3147,1116
DUK,natural_gas,VIX,-0.0169,-0.0001,-0.0168,-0.7338,866,1477
DUK,natural_gas,Rates,-0.0108,0.0151,-0.0259,-0.4785,254,250
DUK,natural_gas,Bull-Bear,0.0054,-0.0159,0.0213,1.1408,2874,1033
DUK,rates,VIX,0.1410,0.8933,-0.7523,-5.3316,866,1983
DUK,rates,Rates,0.9495,0.1250,0.8246,1.3752,264,264
DUK,rates,Bull-Bear,0.4506,0.2609,0.1897,1.5744,3147,1116
DUK,rates_30y,VIX,0.0006,0.4102,-0.4096,-6.3016,866,1983
DUK,rates_30y,Rates,0.2470,-0.2809,0.5279,2.3110,264,264
DUK,rates_30y,Bull-Bear,0.1929,0.0983,0.0946,1.6870,3147,1116
DUK,usd_strength,VIX,0.0509,-0.2076,0.2585,2.2562,866,1501
DUK,usd_strength,Rates,-0.0624,-0.0343,-0.0281,-0.1059,254,250
DUK,usd_strength,Bull-Bear,-0.1760,0.1649,-0.3409,-3.4090,2880,1037
DUK,volatility,VIX,0.1054,-0.0262,0.1317,12.5161,866,1983
DUK,volatility,Rates,0.0828,0.1036,-0.0208,-0.8198,264,264
DUK,volatility,Bull-Bear,-0.0125,0.1266,-0.1391,-14.3283,3147,1116
DUK,momentum,VIX,-0.0184,-0.1385,0.1201,0.7002,377,1322
DUK,momentum,Rates,0.0611,0.3236,-0.2625,-0.7773,169,150
DUK,momentum,Bull-Bear,-0.3106,0.0489,-0.3595,-2.4454,2080,531
DUK,quality,VIX,0.2949,-0.3270,0.6220,1.3786,377,1284
DUK,quality,Rates,-1.6094,0.6795,-2.2889,-2.8755,162,147
DUK,quality,Bull-Bear,-0.1481,0.4440,-0.5921,-1.7199,2023,531
DUK,value,VIX,1.8051,0.7752,1.0299,4.9641,397,1406
DUK,value,Rates,2.4964,1.4067,1.0897,2.5770,171,155
DUK,value,Bull-Bear,0.8387,2.0759,-1.2372,-7.2666,2303,585
DUK,biotech,VIX,-0.3367,-0.0497,-0.2870,-2.8794,377,1284
DUK,biotech,Rates,-0.0454,-0.2587,0.2133,1.0732,162,147
DUK,biotech,Bull-Bear,-0.0594,-0.2381,0.1787,2.5796,2023,531
DUK,defense,VIX,0.1199,-0.1705,0.2905,2.6534,377,1284
DUK,defense,Rates,-0.1764,0.1405,-0.3169,-1.2392,162,147
DUK,defense,Bull-Bear,-0.0782,-0.0407,-0.0375,-0.4196,2023,531
DUK,growth,VIX,-0.9832,-0.7639,-0.2193,-0.4503,377,1284
DUK,growth,Rates,1.2201,-0.7309,1.9509,2.0575,162,147
DUK,growth,Bull-Bear,-1.0300,-0.9501,-0.0800,-0.2096,2023,531
DUK,lithium,VIX,-0.1339,-0.0252,-0.1087,-1.4591,377,1284
DUK,lithium,Rates,-0.1291,-0.2908,0.1618,1.0652,162,147
DUK,lithium,Bull-Bear,-0.0736,-0.1369,0.0634,0.9099,2023,531
DUK,semiconductors,VIX,-0.5065,-0.1268,-0.3798,-3.9768,377,1284
DUK,semiconductors,Rates,-0.0762,-0.4737,0.3975,2.1351,162,147
DUK,semiconductors,Bull-Bear,-0.2167,-0.3365,0.1198,1.6819,2023,531
DUK,uranium,VIX,-0.2184,0.0064,-0.2249,-3.3598,377,1284
DUK,uranium,Rates,-0.0239,-0.2414,0.2175,1.9908,162,147
DUK,uranium,Bull-Bear,-0.0177,-0.1568,0.1391,2.6878,2023,531
DUK,xl_consumer_defensive,VIX,0.8876,0.6203,0.2673,1.9175,377,1284
DUK,xl_consumer_defensive,Rates,1.3200,1.1699,0.1501,0.5551,162,147
DUK,xl_consumer_defensive,Bull-Bear,0.5810,0.8594,-0.2784,-2.5677,2023,531
DUK,xl_financials,VIX,-0.4893,-0.6406,0.1513,0.7690,377,1284
DUK,xl_financials,Rates,-1.3264,-0.4434,-0.8830,-2.2242,162,147
DUK,xl_financials,Bull-Bear,-0.4634,-0.5706,0.1072,0.6882,2023,531
DUK,xl_healthcare,VIX,0.4326,0.0792,0.3535,2.0965,377,1284
DUK,xl_healthcare,Rates,0.1631,0.5586,-0.3955,-1.1863,162,147
DUK,xl_healthcare,Bull-Bear,0.1433,0.3462,-0.2028,-1.6348,2023,531
DUK,xl_industrials,VIX,-0.2425,-0.2736,0.0311,0.1429,377,1284
DUK,xl_industrials,Rates,-0.3974,-0.3788,-0.0186,-0.0366,162,147
DUK,xl_industrials,Bull-Bear,-0.2678,-0.3595,0.0917,0.5479,2023,531
DUK,xl_real_estate,VIX,0.6955,0.5094,0.1861,1.5850,361,929
DUK,xl_real_estate,Rates,0.5917,1.0545,-0.4628,-2.1476,139,128
DUK,xl_real_estate,Bull-Bear,0.4330,0.6300,-0.1971,-2.1272,1713,483
DUK,xl_utilities,VIX,1.2673,0.9126,0.3547,4.4215,377,1284
DUK,xl_utilities,Rates,1.1044,1.4196,-0.3152,-2.2587,162,147
DUK,xl_utilities,Bull-Bear,0.8483,1.1826,-0.3343,-5.2626,2023,531
DUK,china_a_shares,VIX,0.0083,0.0106,-0.0022,-0.0238,361,929
DUK,china_a_shares,Rates,0.1686,0.3570,-0.1884,-0.9404,139,128
DUK,china_a_shares,Bull-Bear,-0.0168,0.0623,-0.0791,-1.1909,1713,483
DUK,china_exposure,VIX,-0.0820,0.0003,-0.0823,-1.0348,361,929
DUK,china_exposure,Rates,0.0324,-0.0327,0.0651,0.3892,139,128
DUK,china_exposure,Bull-Bear,-0.0007,-0.0056,0.0049,0.0781,1713,483
DUKB,market_beta,VIX,0.3119,0.1579,0.1540,2.7401,343,409
DUKB,market_beta,Rates,0.4892,0.2914,0.1979,2.9399,126,120
DUKB,market_beta,Bull-Bear,0.1872,0.3031,-0.1159,-3.6806,1191,391
DUKB,copper,VIX,-0.0427,0.0128,-0.0556,-1.1486,343,409
DUKB,copper,Rates,-0.0066,-0.0083,0.0017,0.0165,126,120
DUKB,copper,Bull-Bear,0.0005,-0.0076,0.0082,0.2015,1191,391
DUKB,credit_hy_spread,VIX,-0.0612,-0.4371,0.3759,3.0656,343,409
DUKB,credit_hy_spread,Rates,0.7307,0.4772,0.2534,0.6704,126,120
DUKB,credit_hy_spread,Bull-Bear,-0.3685,-0.1008,-0.2676,-2.6511,1191,391
DUKB,energy_oil,VIX,0.0414,-0.0298,0.0712,3.1239,343,409
DUKB,energy_oil,Rates,0.1348,-0.0203,0.1551,2.7051,126,120
DUKB,energy_oil,Bull-Bear,-0.0152,0.0310,-0.0462,-2.5594,1191,391
DUKB,gold,VIX,0.0811,0.0928,-0.0117,-0.1793,343,409
DUKB,gold,Rates,0.2784,-0.0407,0.3192,2.4074,126,120
DUKB,gold,Bull-Bear,0.0437,0.1003,-0.0566,-0.9962,1191,391
DUKB,inflation,VIX,0.0686,-0.6837,0.7522,3.7316,343,409
DUKB,inflation,Rates,-0.4141,-0.2131,-0.2010,-0.5561,126,120
DUKB,inflation,Bull-Bear,-0.5018,-0.0671,-0.4347,-2.8851,1191,391
DUKB,natural_gas,VIX,0.0024,-0.0012,0.0035,0.1894,343,409
DUKB,natural_gas,Rates,0.0217,0.0050,0.0167,0.4483,126,120
DUKB,natural_gas,Bull-Bear,-0.0096,0.0038,-0.0134,-0.8897,1191,391
DUKB,rates,VIX,0.5515,0.4886,0.0629,0.4900,343,409
DUKB,rates,Rates,1.3543,0.4803,0.8740,1.8122,126,120
DUKB,rates,Bull-Bear,0.4644,0.6491,-0.1847,-1.7702,1191,391
DUKB,rates_30y,VIX,0.2213,0.2213,-0.0000,-0.0003,343,409
DUKB,rates_30y,Rates,0.5001,0.0822,0.4179,2.5265,126,120
DUKB,rates_30y,Bull-Bear,0.2078,0.2815,-0.0737,-1.5941,1191,391
DUKB,usd_strength,VIX,0.2565,-0.0945,0.3510,2.9803,343,409
DUKB,usd_strength,Rates,-0.1634,0.1071,-0.2705,-1.0089,126,120
DUKB,usd_strength,Bull-Bear,-0.0907,0.1209,-0.2116,-2.0518,1191,391
DUKB,volatility,VIX,0.0350,-0.0138,0.0488,4.3708,343,409
DUKB,volatility,Rates,0.0409,0.0389,0.0020,0.0926,126,120
DUKB,volatility,Bull-Bear,-0.0162,0.0699,-0.0861,-8.3548,1191,391
DUKB,momentum,VIX,0.0571,-0.0858,0.1430,1.3573,343,409
DUKB,momentum,Rates,-0.1354,0.0632,-0.1986,-0.8728,126,120
DUKB,momentum,Bull-Bear,-0.0413,0.0721,-0.1134,-1.1358,1191,391
DUKB,quality,VIX,0.2871,-0.1549,0.4419,1.5575,343,409
DUKB,quality,Rates,-1.1906,0.8115,-2.0021,-3.7889,126,120
DUKB,quality,Bull-Bear,0.0368,0.3105,-0.2737,-1.1692,1191,391
DUKB,value,VIX,0.5095,0.2715,0.2380,1.7779,343,409
DUKB,value,Rates,1.0790,0.4748,0.6042,2.0454,126,120
DUKB,value,Bull-Bear,0.0936,0.5404,-0.4468,-3.5296,1191,391
DUKB,biotech,VIX,-0.1084,0.0525,-0.1609,-2.4834,343,409
DUKB,biotech,Rates,-0.0265,-0.3246,0.2981,1.9511,126,120
DUKB,biotech,Bull-Bear,0.0272,-0.0569,0.0842,1.4887,1191,391
DUKB,defense,VIX,0.2065,-0.0205,0.2269,3.4510,343,409
DUKB,defense,Rates,0.1946,-0.0911,0.2857,1.7355,126,120
DUKB,defense,Bull-Bear,-0.0082,0.1687,-0.1769,-3.0258,1191,391
DUKB,growth,VIX,0.2360,0.1148,0.1212,0.3852,343,409
DUKB,growth,Rates,0.9939,0.3638,0.6301,1.0359,126,120
DUKB,growth,Bull-Bear,0.1728,0.3972,-0.2244,-0.8741,1191,391
DUKB,lithium,VIX,-0.0205,0.0376,-0.0582,-1.3232,343,409
DUKB,lithium,Rates,-0.0446,-0.0590,0.0145,0.1441,126,120
DUKB,lithium,Bull-Bear,0.0104,0.0090,0.0014,0.0304,1191,391
DUKB,semiconductors,VIX,-0.0897,-0.0015,-0.0882,-1.4961,343,409
DUKB,semiconductors,Rates,0.1194,-0.1184,0.2378,1.8687,126,120
DUKB,semiconductors,Bull-Bear,0.0020,-0.0312,0.0332,0.6576,1191,391
DUKB,uranium,VIX,0.0381,0.0394,-0.0013,-0.0315,343,409
DUKB,uranium,Rates,0.0630,-0.0327,0.0957,1.2333,126,120
DUKB,uranium,Bull-Bear,0.0097,0.0804,-0.0707,-1.9927,1191,391
DUKB,xl_consumer_defensive,VIX,0.0006,-0.0679,0.0685,0.7328,343,409
DUKB,xl_consumer_defensive,Rates,0.1762,-0.0055,0.1817,0.9100,126,120
DUKB,xl_consumer_defensive,Bull-Bear,-0.0321,-0.0739,0.0418,0.5405,1191,391
DUKB,xl_financials,VIX,0.4124,-0.0694,0.4818,3.8686,343,409
DUKB,xl_financials,Rates,0.0139,0.6403,-0.6265,-2.3338,126,120
DUKB,xl_financials,Bull-Bear,0.0033,0.4336,-0.4304,-4.0659,1191,391
DUKB,xl_healthcare,VIX,-0.0314,-0.0414,0.0099,0.0952,343,409
DUKB,xl_healthcare,Rates,-0.1963,0.0537,-0.2500,-1.0929,126,120
DUKB,xl_healthcare,Bull-Bear,-0.0099,-0.1141,0.1041,1.1646,1191,391
DUKB,xl_industrials,VIX,0.1669,0.0837,0.0833,0.6312,343,409
DUKB,xl_industrials,Rates,-0.0783,-0.2019,0.1236,0.3796,126,120
DUKB,xl_industrials,Bull-Bear,-0.0270,0.1526,-0.1796,-1.5424,1191,391
DUKB,xl_real_estate,VIX,0.1180,0.0586,0.0593,0.7780,343,409
DUKB,xl_real_estate,Rates,-0.0535,0.3678,-0.4213,-2.7962,126,120
DUKB,xl_real_estate,Bull-Bear,0.0520,0.1250,-0.0730,-1.1064,1191,391
DUKB,xl_utilities,VIX,0.0286,-0.0335,0.0620,0.9008,343,409
DUKB,xl_utilities,Rates,0.0836,0.2643,-0.1807,-1.3311,126,120
DUKB,xl_utilities,Bull-Bear,-0.0141,0.0019,-0.0160,-0.2815,1191,391
DUKB,china_a_shares,VIX,0.0221,-0.0014,0.0234,0.4090,343,409
DUKB,china_a_shares,Rates,0.1086,0.0647,0.0439,0.3500,126,120
DUKB,china_a_shares,Bull-Bear,-0.0279,0.0320,-0.0600,-1.1893,1191,391
DUKB,china_exposure,VIX,0.0170,0.0123,0.0047,0.1016,343,409
DUKB,china_exposure,Rates,-0.0128,0.1034,-0.1161,-1.1837,126,120
DUKB,china_exposure,Bull-Bear,0.0038,0.0184,-0.0146,-0.3662,1191,391
DUOL,market_beta,VIX,1.5020,1.7715,-0.2696,-0.6944,164,255
DUOL,market_beta,Rates,1.4504,1.4955,-0.0451,-0.1049,109,100
DUOL,market_beta,Bull-Bear,1.5354,1.6488,-0.1134,-0.4768,705,261
DUOL,copper,VIX,0.0168,-0.0485,0.0653,0.2292,164,255
DUOL,copper,Rates,-0.0686,0.4872,-0.5558,-1.2502,109,100
DUOL,copper,Bull-Bear,-0.0935,-0.0660,-0.0275,-0.1314,705,261
DUOL,credit_hy_spread,VIX,-1.6485,-1.6671,0.0186,0.0216,164,255
DUOL,credit_hy_spread,Rates,-2.0423,-1.3501,-0.6922,-0.3893,109,100
DUOL,credit_hy_spread,Bull-Bear,-1.2138,-1.8290,0.6152,0.9051,705,261
DUOL,energy_oil,VIX,-0.1644,-0.0870,-0.0774,-0.4148,164,255
DUOL,energy_oil,Rates,-0.0205,-0.0514,0.0309,0.1137,109,100
DUOL,energy_oil,Bull-Bear,-0.0024,-0.2170,0.2146,1.5749,705,261
DUOL,gold,VIX,0.2913,0.1439,0.1474,0.3474,164,255
DUOL,gold,Rates,0.3182,0.7898,-0.4716,-0.7841,109,100
DUOL,gold,Bull-Bear,0.0902,-0.0259,0.1161,0.3561,705,261
DUOL,inflation,VIX,-0.3355,-3.6215,3.2860,2.4405,164,255
DUOL,inflation,Rates,-1.6730,-1.2678,-0.4052,-0.2044,109,100
DUOL,inflation,Bull-Bear,-1.0817,-0.7547,-0.3270,-0.3391,705,261
DUOL,natural_gas,VIX,0.0856,-0.0755,0.1610,1.5156,164,255
DUOL,natural_gas,Rates,-0.0680,0.1265,-0.1945,-1.3051,109,100
DUOL,natural_gas,Bull-Bear,-0.0187,0.0215,-0.0402,-0.4676,705,261
DUOL,rates,VIX,1.4982,1.5836,-0.0854,-0.1167,164,255
DUOL,rates,Rates,3.3907,2.8341,0.5566,0.2561,109,100
DUOL,rates,Bull-Bear,0.9283,1.1794,-0.2511,-0.4353,705,261
DUOL,rates_30y,VIX,0.8200,0.7328,0.0872,0.2356,164,255
DUOL,rates_30y,Rates,1.1600,1.1105,0.0495,0.0543,109,100
DUOL,rates_30y,Bull-Bear,0.4741,0.7120,-0.2379,-0.8425,705,261
DUOL,usd_strength,VIX,0.0987,-0.7555,0.8542,1.1102,164,255
DUOL,usd_strength,Rates,0.6335,-1.7961,2.4296,2.0327,109,100
DUOL,usd_strength,Bull-Bear,-0.3668,0.3184,-0.6852,-1.0769,705,261
DUOL,volatility,VIX,0.0196,0.0317,-0.0120,-0.1450,164,255
DUOL,volatility,Rates,-0.1122,0.0610,-0.1732,-1.6198,109,100
DUOL,volatility,Bull-Bear,-0.0781,0.0122,-0.0903,-1.1648,705,261
DUOL,momentum,VIX,0.9661,1.5471,-0.5810,-0.8003,164,255
DUOL,momentum,Rates,0.6287,-1.6911,2.3198,2.1254,109,100
DUOL,momentum,Bull-Bear,0.7429,1.4533,-0.7104,-1.2720,705,261
DUOL,quality,VIX,0.2087,0.8867,-0.6780,-0.3748,164,255
DUOL,quality,Rates,0.4285,-0.2987,0.7272,0.3068,109,100
DUOL,quality,Bull-Bear,0.3269,1.1398,-0.8129,-0.6013,705,261
DUOL,value,VIX,-4.5897,-1.2768,-3.3130,-3.2643,164,255
DUOL,value,Rates,-3.7331,-3.6752,-0.0580,-0.0395,109,100
DUOL,value,Bull-Bear,-1.5248,-4.3068,2.7820,3.6932,705,261
DUOL,biotech,VIX,0.7577,-0.3220,1.0797,2.4922,164,255
DUOL,biotech,Rates,-0.0362,0.3454,-0.3816,-0.5657,109,100
DUOL,biotech,Bull-Bear,-0.0039,0.3163,-0.3202,-0.9812,705,261
DUOL,defense,VIX,0.0155,-0.2126,0.2281,0.4349,164,255
DUOL,defense,Rates,0.7982,-0.8210,1.6191,1.9530,109,100
DUOL,defense,Bull-Bear,-0.0260,0.4947,-0.5207,-1.2755,705,261
DUOL,growth,VIX,5.5181,0.9291,4.5890,2.2544,164,255
DUOL,growth,Rates,4.3945,1.9862,2.4083,0.8285,109,100
DUOL,growth,Bull-Bear,3.7097,6.0980,-2.3882,-1.5595,705,261
