symbol,factor,regime,beta_high,beta_low,diff,t_diff,n_high,n_low
LIN,usd_strength,VIX,-0.2801,-0.0575,-0.2225,-1.5592,866,1501
LIN,usd_strength,Rates,-0.0719,-0.5085,0.4366,1.5576,254,250
LIN,usd_strength,Bull-Bear,-0.3393,-0.0333,-0.3060,-2.4494,2880,1037
LIN,volatility,VIX,0.1182,-0.0631,0.1813,13.7222,866,1983
LIN,volatility,Rates,0.0669,0.0685,-0.0017,-0.0616,264,264
LIN,volatility,Bull-Bear,-0.0540,0.1471,-0.2011,-16.4304,3147,1116
LIN,momentum,VIX,-0.0046,-0.1534,0.1488,0.8175,377,1322
LIN,momentum,Rates,-0.3849,0.0181,-0.4031,-1.3350,169,150
LIN,momentum,Bull-Bear,-0.2561,0.0660,-0.3221,-2.0589,2080,531
LIN,quality,VIX,0.2588,0.3481,-0.0893,-0.1860,377,1284
LIN,quality,Rates,-0.0648,-0.6443,0.5796,0.7875,162,147
LIN,quality,Bull-Bear,0.5854,0.3828,0.2027,0.5527,2023,531
LIN,value,VIX,1.1981,0.4778,0.7203,3.0756,397,1406
LIN,value,Rates,1.3456,0.1057,1.2399,2.9482,171,155
LIN,value,Bull-Bear,0.4298,0.9067,-0.4769,-2.3532,2303,585
LIN,biotech,VIX,-0.2600,-0.0296,-0.2303,-2.1546,377,1284
LIN,biotech,Rates,0.0373,-0.3579,0.3951,2.1520,162,147
LIN,biotech,Bull-Bear,-0.1053,-0.0300,-0.0753,-1.0092,2023,531
LIN,defense,VIX,0.0394,0.0272,0.0122,0.1051,377,1284
LIN,defense,Rates,0.0260,-0.0339,0.0599,0.2541,162,147
LIN,defense,Bull-Bear,0.0035,-0.0859,0.0895,0.9386,2023,531
LIN,growth,VIX,-0.2519,-0.5691,0.3172,0.6097,377,1284
LIN,growth,Rates,0.4933,-0.1175,0.6109,0.7101,162,147
LIN,growth,Bull-Bear,-0.7244,0.1162,-0.8406,-2.0524,2023,531
LIN,lithium,VIX,0.0381,0.0735,-0.0354,-0.4453,377,1284
LIN,lithium,Rates,-0.0611,-0.1232,0.0621,0.4375,162,147
LIN,lithium,Bull-Bear,0.0361,0.0453,-0.0092,-0.1240,2023,531
LIN,semiconductors,VIX,-0.1222,-0.0103,-0.1119,-1.0637,377,1284
LIN,semiconductors,Rates,0.0540,0.1077,-0.0537,-0.3131,162,147
LIN,semiconductors,Bull-Bear,-0.0131,0.0066,-0.0197,-0.2543,2023,531
LIN,uranium,VIX,-0.1308,0.0393,-0.1701,-2.3630,377,1284
LIN,uranium,Rates,0.0015,-0.1461,0.1476,1.4559,162,147
LIN,uranium,Bull-Bear,0.0209,-0.0339,0.0548,0.9883,2023,531
LIN,xl_consumer_defensive,VIX,0.2577,0.0312,0.2265,1.4480,377,1284
LIN,xl_consumer_defensive,Rates,0.1946,0.0720,0.1225,0.4342,162,147
LIN,xl_consumer_defensive,Bull-Bear,0.0978,0.1397,-0.0419,-0.3404,2023,531
LIN,xl_financials,VIX,0.2787,-0.0959,0.3745,1.7725,377,1284
LIN,xl_financials,Rates,-0.0751,0.5941,-0.6692,-1.7617,162,147
LIN,xl_financials,Bull-Bear,0.0067,0.0247,-0.0180,-0.1069,2023,531
LIN,xl_healthcare,VIX,0.0571,0.0497,0.0073,0.0406,377,1284
LIN,xl_healthcare,Rates,-0.1842,-0.1808,-0.0034,-0.0111,162,147
LIN,xl_healthcare,Bull-Bear,0.0038,-0.0145,0.0183,0.1375,2023,531
LIN,xl_industrials,VIX,-0.1089,0.4035,-0.5123,-2.2124,377,1284
LIN,xl_industrials,Rates,0.0096,-0.5879,0.5976,1.2916,162,147
LIN,xl_industrials,Bull-Bear,0.3056,-0.0806,0.3862,2.1577,2023,531
LIN,xl_real_estate,VIX,0.2004,-0.0762,0.2766,2.0795,361,929
LIN,xl_real_estate,Rates,-0.0944,0.6142,-0.7086,-3.3910,139,128
LIN,xl_real_estate,Bull-Bear,-0.0627,0.0813,-0.1440,-1.3795,1713,483
LIN,xl_utilities,VIX,0.3091,-0.0940,0.4031,3.5926,377,1284
LIN,xl_utilities,Rates,0.0687,0.3930,-0.3244,-1.7387,162,147
LIN,xl_utilities,Bull-Bear,-0.0465,0.1665,-0.2130,-2.3898,2023,531
LIN,china_a_shares,VIX,-0.0460,0.0643,-0.1104,-1.0942,361,929
LIN,china_a_shares,Rates,0.0557,0.1736,-0.1180,-0.6334,139,128
LIN,china_a_shares,Bull-Bear,0.0061,0.0683,-0.0622,-0.8781,1713,483
LIN,china_exposure,VIX,0.0565,0.0654,-0.0089,-0.1038,361,929
LIN,china_exposure,Rates,-0.0733,-0.0769,0.0035,0.0226,139,128
LIN,china_exposure,Bull-Bear,-0.0014,0.1172,-0.1186,-1.7676,1713,483
LINC,market_beta,VIX,0.6372,1.0219,-0.3847,-2.5303,866,1874
LINC,market_beta,Rates,0.9202,0.8455,0.0747,0.4742,259,261
LINC,market_beta,Bull-Bear,0.8960,0.6876,0.2084,2.0868,3141,1098
LINC,copper,VIX,0.0659,0.0495,0.0164,0.1047,401,1429
LINC,copper,Rates,-0.0976,-0.1387,0.0411,0.1554,172,156
LINC,copper,Bull-Bear,0.0457,0.1183,-0.0726,-0.4587,2330,587
LINC,credit_hy_spread,VIX,0.1471,-0.3854,0.5325,1.7235,866,1482
LINC,credit_hy_spread,Rates,-0.2952,0.8861,-1.1813,-2.5473,254,250
LINC,credit_hy_spread,Bull-Bear,-0.0524,0.1033,-0.1557,-0.7286,2877,1033
LINC,energy_oil,VIX,-0.0547,-0.0640,0.0093,0.1298,826,1408
LINC,energy_oil,Rates,-0.2049,0.0153,-0.2202,-1.6563,247,247
LINC,energy_oil,Bull-Bear,-0.0552,-0.0473,-0.0078,-0.1275,2757,1010
LINC,gold,VIX,-0.1453,0.0219,-0.1672,-1.3455,866,1874
LINC,gold,Rates,-0.0877,0.1249,-0.2126,-0.8636,259,261
LINC,gold,Bull-Bear,0.1749,-0.2879,0.4628,3.9388,3141,1098
LINC,inflation,VIX,0.3280,0.4946,-0.1666,-0.3117,866,1874
LINC,inflation,Rates,-0.1597,1.1689,-1.3286,-1.6752,259,261
LINC,inflation,Bull-Bear,0.3811,0.5577,-0.1766,-0.4028,3141,1098
LINC,natural_gas,VIX,-0.0828,-0.0136,-0.0692,-1.2400,866,1477
LINC,natural_gas,Rates,0.0007,0.0360,-0.0353,-0.3389,254,250
LINC,natural_gas,Bull-Bear,-0.0206,-0.0865,0.0659,1.3207,2874,1033
LINC,rates,VIX,-0.1717,0.1200,-0.2917,-0.8462,866,1874
LINC,rates,Rates,0.2027,-0.1486,0.3513,0.3063,259,261
LINC,rates,Bull-Bear,0.0711,-0.3198,0.3909,1.1986,3141,1098
LINC,rates_30y,VIX,-0.1876,0.0536,-0.2412,-1.5135,866,1874
LINC,rates_30y,Rates,0.1140,-0.3067,0.4207,0.9503,259,261
LINC,rates_30y,Bull-Bear,0.0044,-0.2197,0.2241,1.4782,3141,1098
LINC,usd_strength,VIX,0.0111,-0.0345,0.0456,0.1612,866,1501
LINC,usd_strength,Rates,0.1889,0.2354,-0.0465,-0.0920,254,250
LINC,usd_strength,Bull-Bear,-0.2102,0.1778,-0.3880,-1.4314,2880,1037
LINC,volatility,VIX,0.0621,-0.0791,0.1412,5.1681,866,1874
LINC,volatility,Rates,-0.0083,0.0325,-0.0408,-0.8023,259,261
LINC,volatility,Bull-Bear,-0.0883,0.0941,-0.1824,-6.5572,3141,1098
LINC,momentum,VIX,0.3983,0.1746,0.2236,0.5110,377,1322
LINC,momentum,Rates,-0.1743,0.7568,-0.9311,-1.2596,169,150
LINC,momentum,Bull-Bear,0.1371,0.9198,-0.7827,-1.7026,2080,531
LINC,quality,VIX,-0.5181,-0.6241,0.1060,0.0967,377,1284
LINC,quality,Rates,-1.2296,-2.6875,1.4579,0.8197,162,147
LINC,quality,Bull-Bear,0.1966,-0.5655,0.7621,0.7032,2023,531
LINC,value,VIX,0.2461,0.7929,-0.5468,-0.9328,397,1406
LINC,value,Rates,2.1980,0.4778,1.7202,1.6546,171,155
LINC,value,Bull-Bear,0.5464,0.3281,0.2183,0.3602,2303,585
LINC,biotech,VIX,-0.0230,0.1382,-0.1612,-0.6731,377,1284
LINC,biotech,Rates,0.4044,0.4033,0.0011,0.0024,162,147
LINC,biotech,Bull-Bear,-0.0053,0.3403,-0.3455,-1.5727,2023,531
LINC,defense,VIX,0.3497,0.2557,0.0940,0.3371,377,1284
LINC,defense,Rates,0.4899,-0.3391,0.8290,1.4519,162,147
LINC,defense,Bull-Bear,0.1995,0.1605,0.0390,0.1383,2023,531
LINC,growth,VIX,1.2746,1.0067,0.2679,0.2180,377,1284
LINC,growth,Rates,3.7944,0.5045,3.2900,1.5848,162,147
LINC,growth,Bull-Bear,0.5592,1.6702,-1.1110,-0.9186,2023,531
LINC,lithium,VIX,0.1516,0.0506,0.1010,0.5481,377,1284
LINC,lithium,Rates,-0.1181,-0.0949,-0.0232,-0.0672,162,147
LINC,lithium,Bull-Bear,0.0669,0.2368,-0.1698,-0.7780,2023,531
LINC,semiconductors,VIX,0.0215,-0.1343,0.1557,0.6495,377,1284
LINC,semiconductors,Rates,-0.0304,0.2832,-0.3136,-0.7507,162,147
LINC,semiconductors,Bull-Bear,0.0626,0.1643,-0.1017,-0.4445,2023,531
LINC,uranium,VIX,-0.0625,0.0033,-0.0658,-0.4131,377,1284
LINC,uranium,Rates,-0.0670,-0.0334,-0.0336,-0.1352,162,147
LINC,uranium,Bull-Bear,0.0376,0.0979,-0.0602,-0.3693,2023,531
LINC,xl_consumer_defensive,VIX,-0.1892,-0.1128,-0.0764,-0.2050,377,1284
LINC,xl_consumer_defensive,Rates,0.0328,-0.0386,0.0714,0.1040,162,147
LINC,xl_consumer_defensive,Bull-Bear,-0.2228,-0.1655,-0.0573,-0.1573,2023,531
LINC,xl_financials,VIX,0.5977,0.0981,0.4996,1.0164,377,1284
LINC,xl_financials,Rates,0.1327,-1.9481,2.0808,2.2719,162,147
LINC,xl_financials,Bull-Bear,-0.0288,-0.4973,0.4685,0.9423,2023,531
LINC,xl_healthcare,VIX,-0.0108,-0.0608,0.0500,0.1209,377,1284
LINC,xl_healthcare,Rates,-1.1081,0.8435,-1.9515,-2.6468,162,147
LINC,xl_healthcare,Bull-Bear,-0.3169,0.2051,-0.5220,-1.3284,2023,531
LINC,xl_industrials,VIX,0.0482,0.3414,-0.2931,-0.5497,377,1284
LINC,xl_industrials,Rates,0.0860,-2.4280,2.5140,2.2579,162,147
LINC,xl_industrials,Bull-Bear,0.3158,-0.3482,0.6640,1.2557,2023,531
LINC,xl_real_estate,VIX,0.2671,-0.0551,0.3222,1.1584,361,929
LINC,xl_real_estate,Rates,-0.2932,0.7243,-1.0175,-2.5305,139,128
LINC,xl_real_estate,Bull-Bear,-0.0996,0.1846,-0.2842,-1.3052,1713,483
LINC,xl_utilities,VIX,0.0553,-0.1313,0.1866,0.7082,377,1284
LINC,xl_utilities,Rates,-0.1197,0.3269,-0.4466,-0.9735,162,147
LINC,xl_utilities,Bull-Bear,-0.2999,-0.0158,-0.2841,-1.0754,2023,531
LINC,china_a_shares,VIX,0.1857,0.0475,0.1382,0.6879,361,929
LINC,china_a_shares,Rates,-0.0722,0.4296,-0.5018,-1.4719,139,128
LINC,china_a_shares,Bull-Bear,0.0667,0.2279,-0.1612,-1.1290,1713,483
LINC,china_exposure,VIX,0.0383,0.1581,-0.1198,-0.6651,361,929
LINC,china_exposure,Rates,-0.0392,-0.0654,0.0262,0.0933,139,128
LINC,china_exposure,Bull-Bear,0.0875,0.0934,-0.0059,-0.0425,1713,483
LIND,market_beta,VIX,1.8208,0.7899,1.0309,6.1715,377,1311
LIND,market_beta,Rates,2.2615,2.1026,0.1589,0.5883,163,150
LIND,market_beta,Bull-Bear,1.2032,1.7154,-0.5123,-3.7979,2047,531
LIND,copper,VIX,-0.1352,-0.0101,-0.1251,-0.6159,377,1311
LIND,copper,Rates,-0.0710,-0.5619,0.4909,1.4886,163,150
LIND,copper,Bull-Bear,-0.0085,-0.1384,0.1299,0.8504,2047,531
LIND,credit_hy_spread,VIX,0.8374,-0.4875,1.3249,2.5967,377,1311
LIND,credit_hy_spread,Rates,-0.5544,4.2766,-4.8310,-3.3330,163,150
LIND,credit_hy_spread,Bull-Bear,-0.1333,0.5201,-0.6534,-1.5392,2047,531
LIND,energy_oil,VIX,0.1547,-0.0493,0.2040,2.2138,377,1293
LIND,energy_oil,Rates,0.1269,-0.0337,0.1606,0.6831,163,149
LIND,energy_oil,Bull-Bear,-0.0107,0.0968,-0.1075,-1.4079,2032,531
LIND,gold,VIX,-0.2910,-0.0562,-0.2348,-0.7896,377,1311
LIND,gold,Rates,-0.1099,0.2715,-0.3814,-0.7037,163,150
LIND,gold,Bull-Bear,-0.1751,0.0760,-0.2511,-1.0739,2047,531
LIND,inflation,VIX,1.4857,-0.8475,2.3332,2.7765,377,1311
LIND,inflation,Rates,-0.7344,2.3006,-3.0350,-1.8775,163,150
LIND,inflation,Bull-Bear,-0.5535,1.2127,-1.7662,-2.5934,2047,531
LIND,natural_gas,VIX,0.0185,-0.0574,0.0759,0.8328,377,1311
LIND,natural_gas,Rates,0.1990,-0.0025,0.2015,1.1838,163,150
LIND,natural_gas,Bull-Bear,-0.0426,-0.0068,-0.0358,-0.5407,2047,531
LIND,rates,VIX,0.2552,0.4958,-0.2406,-0.3786,377,1311
LIND,rates,Rates,3.2286,-0.4118,3.6404,1.7281,163,150
LIND,rates,Bull-Bear,0.2962,0.4850,-0.1888,-0.3883,2047,531
LIND,rates_30y,VIX,-0.1779,0.2243,-0.4022,-1.4736,377,1311
LIND,rates_30y,Rates,0.8141,-0.6503,1.4644,1.9104,163,150
LIND,rates_30y,Bull-Bear,0.0429,0.1040,-0.0611,-0.2857,2047,531
LIND,usd_strength,VIX,1.0121,-0.0489,1.0610,1.9426,377,1311
LIND,usd_strength,Rates,1.6732,1.5245,0.1487,0.1528,163,150
LIND,usd_strength,Bull-Bear,-0.0650,0.6900,-0.7550,-1.7834,2047,531
LIND,volatility,VIX,0.1560,-0.0283,0.1843,4.3335,377,1311
LIND,volatility,Rates,0.1179,0.1656,-0.0477,-0.5413,163,150
LIND,volatility,Bull-Bear,-0.0612,0.2664,-0.3276,-7.7253,2047,531
LIND,momentum,VIX,-0.8993,-0.2919,-0.6074,-1.2580,377,1293
LIND,momentum,Rates,-0.8236,-0.2422,-0.5815,-0.5992,163,149
LIND,momentum,Bull-Bear,-1.0279,0.6888,-1.7167,-4.0913,2032,531
LIND,quality,VIX,1.7864,-0.3488,2.1352,1.6619,377,1284
LIND,quality,Rates,-3.0416,-1.4900,-1.5516,-0.6754,162,147
LIND,quality,Bull-Bear,0.2272,0.3469,-0.1197,-0.1212,2023,531
LIND,value,VIX,3.8071,1.1342,2.6728,4.2782,377,1293
LIND,value,Rates,3.3541,1.9817,1.3724,1.0074,163,149
LIND,value,Bull-Bear,2.0744,1.4296,0.6448,1.1290,2032,531
LIND,biotech,VIX,-0.7600,0.1897,-0.9497,-3.3034,377,1284
LIND,biotech,Rates,0.1457,-0.3441,0.4899,0.8524,162,147
LIND,biotech,Bull-Bear,0.0150,-0.2846,0.2995,1.4960,2023,531
LIND,defense,VIX,1.9193,-0.0983,2.0177,6.8756,377,1284
LIND,defense,Rates,0.3132,0.9414,-0.6282,-0.8596,162,147
LIND,defense,Bull-Bear,0.6410,1.0645,-0.4236,-1.6813,2023,531
LIND,growth,VIX,1.9623,0.6607,1.3015,0.9406,377,1284
LIND,growth,Rates,6.2120,3.9693,2.2427,0.8435,162,147
LIND,growth,Bull-Bear,0.9382,3.3972,-2.4590,-2.2510,2023,531
LIND,lithium,VIX,0.3780,0.1690,0.2090,0.9867,377,1284
LIND,lithium,Rates,0.0226,0.2477,-0.2251,-0.5090,162,147
LIND,lithium,Bull-Bear,0.1152,0.5977,-0.4825,-2.4394,2023,531
LIND,semiconductors,VIX,0.1218,0.1659,-0.0442,-0.1562,377,1284
LIND,semiconductors,Rates,0.8588,0.4348,0.4241,0.7889,162,147
LIND,semiconductors,Bull-Bear,0.2563,0.1624,0.0940,0.4510,2023,531
LIND,uranium,VIX,0.1873,-0.0543,0.2416,1.2404,377,1284
LIND,uranium,Rates,0.4553,-0.3254,0.7807,2.4750,162,147
LIND,uranium,Bull-Bear,0.0561,0.2383,-0.1822,-1.2257,2023,531
LIND,xl_consumer_defensive,VIX,-1.1859,-0.3348,-0.8510,-2.0587,377,1284
LIND,xl_consumer_defensive,Rates,0.1837,-0.6835,0.8672,0.9894,162,147
LIND,xl_consumer_defensive,Bull-Bear,-0.8330,-0.8066,-0.0264,-0.0802,2023,531
LIND,xl_financials,VIX,0.5683,-0.1023,0.6706,1.1861,377,1284
LIND,xl_financials,Rates,-0.7071,-0.2978,-0.4093,-0.3455,162,147
LIND,xl_financials,Bull-Bear,0.4155,-0.3316,0.7470,1.6501,2023,531
LIND,xl_healthcare,VIX,-1.6988,-0.1506,-1.5482,-3.2446,377,1284
LIND,xl_healthcare,Rates,-1.4172,-0.6022,-0.8150,-0.8532,162,147
LIND,xl_healthcare,Bull-Bear,-0.8750,-1.0709,0.1959,0.5526,2023,531
LIND,xl_industrials,VIX,1.8370,0.1912,1.6458,2.6812,377,1284
LIND,xl_industrials,Rates,-1.9170,-0.7714,-1.1456,-0.7916,162,147
LIND,xl_industrials,Bull-Bear,0.5662,0.8737,-0.3075,-0.6404,2023,531
LIND,xl_real_estate,VIX,1.0332,0.0933,0.9399,2.6459,361,929
LIND,xl_real_estate,Rates,-0.7751,2.3909,-3.1660,-4.7840,139,128
LIND,xl_real_estate,Bull-Bear,0.0054,0.8348,-0.8294,-2.9914,1713,483
LIND,xl_utilities,VIX,0.5043,-0.2114,0.7158,2.3712,377,1284
LIND,xl_utilities,Rates,0.0225,1.2511,-1.2286,-2.1383,162,147
LIND,xl_utilities,Bull-Bear,-0.4654,0.4302,-0.8956,-3.7383,2023,531
LIND,china_a_shares,VIX,0.2098,-0.0178,0.2276,0.8335,361,929
LIND,china_a_shares,Rates,0.3589,1.3023,-0.9433,-1.6206,139,128
LIND,china_a_shares,Bull-Bear,-0.0581,0.2136,-0.2717,-1.4368,1713,483
LIND,china_exposure,VIX,0.2756,0.0611,0.2144,0.9326,361,929
LIND,china_exposure,Rates,0.1841,0.1878,-0.0037,-0.0075,139,128
LIND,china_exposure,Bull-Bear,-0.0585,0.4170,-0.4755,-2.6549,1713,483
LITE,market_beta,VIX,1.1904,1.7153,-0.5249,-2.6630,375,949
LITE,market_beta,Rates,1.4592,1.1393,0.3199,1.6736,139,130
LITE,market_beta,Bull-Bear,1.7129,1.2634,0.4495,3.7889,1713,519
LITE,copper,VIX,-0.0526,-0.0211,-0.0315,-0.2153,375,949
LITE,copper,Rates,-0.2490,0.0845,-0.3335,-1.1003,139,130
LITE,copper,Bull-Bear,0.0627,-0.1141,0.1768,1.4192,1713,519
LITE,credit_hy_spread,VIX,-0.4746,-0.8753,0.4007,0.9586,375,949
LITE,credit_hy_spread,Rates,-1.9320,0.3616,-2.2936,-2.1428,139,130
LITE,credit_hy_spread,Bull-Bear,-1.3633,-0.2988,-1.0644,-3.0021,1713,519
LITE,energy_oil,VIX,0.0221,-0.1307,0.1528,2.0317,375,946
LITE,energy_oil,Rates,-0.0119,0.2664,-0.2782,-1.6515,139,130
LITE,energy_oil,Bull-Bear,-0.1091,0.0255,-0.1346,-2.0572,1713,519
LITE,gold,VIX,0.1054,-0.1376,0.2429,1.1273,375,949
LITE,gold,Rates,-0.1611,0.2007,-0.3618,-0.9181,139,130
LITE,gold,Bull-Bear,0.0767,-0.0841,0.1609,0.8594,1713,519
LITE,inflation,VIX,0.0376,-0.6822,0.7197,0.9734,375,949
LITE,inflation,Rates,-1.4722,1.1163,-2.5885,-2.3715,139,130
LITE,inflation,Bull-Bear,-0.6654,0.0187,-0.6841,-1.1734,1713,519
LITE,natural_gas,VIX,0.0723,-0.0443,0.1166,1.8100,375,949
LITE,natural_gas,Rates,0.0348,0.0853,-0.0505,-0.4391,139,130
LITE,natural_gas,Bull-Bear,-0.0151,-0.0387,0.0235,0.4480,1713,519
LITE,rates,VIX,0.6759,0.4689,0.2069,0.4448,375,949
LITE,rates,Rates,2.0498,0.4470,1.6027,1.0951,139,130
LITE,rates,Bull-Bear,0.6198,0.4085,0.2114,0.5320,1713,519
LITE,rates_30y,VIX,0.2965,0.2479,0.0486,0.2389,375,949
LITE,rates_30y,Rates,0.6025,0.0007,0.6017,1.1517,139,130
LITE,rates_30y,Bull-Bear,0.2641,0.2974,-0.0333,-0.1906,1713,519
LITE,usd_strength,VIX,1.2302,-0.0081,1.2383,3.2434,375,949
LITE,usd_strength,Rates,1.3026,0.3890,0.9136,1.2940,139,130
LITE,usd_strength,Bull-Bear,0.1009,1.0649,-0.9640,-2.8287,1713,519
LITE,volatility,VIX,0.0269,-0.0867,0.1135,3.4120,375,949
LITE,volatility,Rates,-0.0049,-0.0118,0.0069,0.1106,139,130
LITE,volatility,Bull-Bear,-0.1170,0.0817,-0.1987,-5.6867,1713,519
LITE,momentum,VIX,0.5718,1.0285,-0.4567,-1.2419,375,946
LITE,momentum,Rates,0.4443,0.1323,0.3121,0.4740,139,130
LITE,momentum,Bull-Bear,0.6476,0.7811,-0.1335,-0.4055,1713,519
LITE,quality,VIX,-2.5000,-0.8636,-1.6364,-1.7666,375,946
LITE,quality,Rates,-4.7662,-2.9468,-1.8193,-1.1502,139,130
LITE,quality,Bull-Bear,-1.5580,-1.3867,-0.1713,-0.2156,1713,519
LITE,value,VIX,-0.2739,-0.2096,-0.0643,-0.1299,375,946
LITE,value,Rates,1.7359,-1.9560,3.6919,4.0525,139,130
LITE,value,Bull-Bear,-1.1398,-1.1330,-0.0068,-0.0150,1713,519
LITE,biotech,VIX,-0.3589,0.1396,-0.4985,-2.5407,375,946
LITE,biotech,Rates,-0.0667,-0.0922,0.0255,0.0624,139,130
LITE,biotech,Bull-Bear,-0.0769,-0.0396,-0.0373,-0.2318,1713,519
LITE,defense,VIX,0.1492,0.0513,0.0980,0.4215,375,946
LITE,defense,Rates,0.0511,-0.2572,0.3083,0.6212,139,130
LITE,defense,Bull-Bear,0.1865,0.2074,-0.0209,-0.1012,1713,519
LITE,growth,VIX,1.4511,1.3114,0.1397,0.1344,375,946
LITE,growth,Rates,4.6669,-0.2933,4.9602,2.7453,139,130
LITE,growth,Bull-Bear,1.7528,2.3273,-0.5745,-0.6488,1713,519
LITE,lithium,VIX,0.1994,0.3546,-0.1553,-1.0224,375,946
LITE,lithium,Rates,-0.0384,0.2148,-0.2532,-0.8255,139,130
LITE,lithium,Bull-Bear,0.2772,0.1565,0.1207,0.7801,1713,519
LITE,semiconductors,VIX,0.5807,0.9481,-0.3673,-1.9135,375,946
LITE,semiconductors,Rates,1.0374,0.8497,0.1878,0.5321,139,130
LITE,semiconductors,Bull-Bear,0.9825,0.7242,0.2582,1.5839,1713,519
LITE,uranium,VIX,-0.0109,0.0428,-0.0537,-0.4129,375,946
LITE,uranium,Rates,0.1888,-0.1398,0.3287,1.3964,139,130
LITE,uranium,Bull-Bear,0.1648,0.0991,0.0657,0.5687,1713,519
LITE,xl_consumer_defensive,VIX,-0.4537,-0.7995,0.3459,1.1238,375,946
LITE,xl_consumer_defensive,Rates,-0.4835,-1.0422,0.5587,0.9542,139,130
LITE,xl_consumer_defensive,Bull-Bear,-1.2271,-0.8801,-0.3470,-1.3082,1713,519
LITE,xl_financials,VIX,-0.4070,-0.2548,-0.1523,-0.3757,375,946
LITE,xl_financials,Rates,-0.4153,-0.0381,-0.3772,-0.4717,139,130
LITE,xl_financials,Bull-Bear,-0.4283,0.1288,-0.5571,-1.5337,1713,519
LITE,xl_healthcare,VIX,-0.7331,-0.5039,-0.2292,-0.6817,375,946
LITE,xl_healthcare,Rates,-1.3771,-1.5525,0.1754,0.2728,139,130
LITE,xl_healthcare,Bull-Bear,-0.8755,-1.0083,0.1328,0.4711,1713,519
LITE,xl_industrials,VIX,-0.1530,0.2188,-0.3718,-0.8477,375,946
LITE,xl_industrials,Rates,-1.0531,-0.9999,-0.0532,-0.0542,139,130
LITE,xl_industrials,Bull-Bear,0.4546,0.2145,0.2402,0.6196,1713,519
LITE,xl_real_estate,VIX,0.0214,-0.1174,0.1388,0.5613,361,929
LITE,xl_real_estate,Rates,-0.3694,0.3071,-0.6766,-1.5797,139,128
LITE,xl_real_estate,Bull-Bear,-0.2255,-0.3051,0.0796,0.3606,1713,483
LITE,xl_utilities,VIX,-0.0146,-0.2452,0.2305,1.0489,375,946
LITE,xl_utilities,Rates,-0.0376,-0.2041,0.1665,0.4184,139,130
LITE,xl_utilities,Bull-Bear,-0.3485,-0.1884,-0.1601,-0.8235,1713,519
LITE,china_a_shares,VIX,-0.1581,-0.0627,-0.0954,-0.5296,361,929
LITE,china_a_shares,Rates,-0.0278,0.1492,-0.1770,-0.4839,139,128
LITE,china_a_shares,Bull-Bear,-0.1000,-0.0116,-0.0884,-0.6007,1713,483
LITE,china_exposure,VIX,-0.1378,-0.0090,-0.1288,-0.8070,361,929
LITE,china_exposure,Rates,-0.1603,0.0294,-0.1897,-0.6288,139,128
LITE,china_exposure,Bull-Bear,-0.1371,0.0311,-0.1682,-1.1892,1713,483
LKFN,market_beta,VIX,0.9724,1.2323,-0.2599,-3.6864,866,1983
LKFN,market_beta,Rates,0.9985,0.9629,0.0356,0.2873,264,264
LKFN,market_beta,Bull-Bear,1.0594,0.9355,0.1239,2.3401,3147,1116
LKFN,copper,VIX,-0.1021,0.0215,-0.1236,-1.3615,401,1429
LKFN,copper,Rates,-0.0633,-0.2391,0.1758,1.0948,172,156
LKFN,copper,Bull-Bear,0.0117,-0.0987,0.1104,1.6994,2330,587
LKFN,credit_hy_spread,VIX,0.0101,0.1073,-0.0972,-0.5934,866,1482
LKFN,credit_hy_spread,Rates,-0.3719,1.0981,-1.4700,-3.7892,254,250
LKFN,credit_hy_spread,Bull-Bear,0.1243,-0.0948,0.2191,1.6762,2877,1033
LKFN,energy_oil,VIX,-0.0268,-0.0308,0.0040,0.0915,826,1408
LKFN,energy_oil,Rates,-0.3081,0.0047,-0.3128,-2.8046,247,247
LKFN,energy_oil,Bull-Bear,0.0012,-0.0586,0.0598,1.6043,2757,1010
LKFN,gold,VIX,-0.2924,-0.0599,-0.2325,-2.6190,866,1983
LKFN,gold,Rates,-0.5819,-0.1271,-0.4547,-2.2420,264,264
LKFN,gold,Bull-Bear,-0.0390,-0.2781,0.2391,3.2023,3147,1116
LKFN,inflation,VIX,-0.4349,0.0328,-0.4677,-1.4362,866,1983
LKFN,inflation,Rates,-1.7002,0.8009,-2.5011,-3.7821,264,264
LKFN,inflation,Bull-Bear,0.4682,-0.6950,1.1632,4.2723,3147,1116
LKFN,natural_gas,VIX,-0.0006,-0.0410,0.0404,1.0298,866,1477
LKFN,natural_gas,Rates,-0.0485,0.0826,-0.1312,-1.5045,254,250
LKFN,natural_gas,Bull-Bear,-0.0228,-0.0165,-0.0062,-0.1958,2874,1033
LKFN,rates,VIX,-0.3753,-0.0640,-0.3113,-1.2745,866,1983
LKFN,rates,Rates,1.0414,0.8994,0.1420,0.1454,264,264
LKFN,rates,Bull-Bear,-0.3102,-0.3315,0.0213,0.1025,3147,1116
LKFN,rates_30y,VIX,-0.2294,-0.0574,-0.1719,-1.5320,866,1983
LKFN,rates_30y,Rates,0.4816,-0.1707,0.6524,1.7696,264,264
LKFN,rates_30y,Bull-Bear,-0.1730,-0.1590,-0.0140,-0.1445,3147,1116
LKFN,usd_strength,VIX,0.0827,0.2282,-0.1454,-0.7405,866,1501
LKFN,usd_strength,Rates,0.3960,-0.6594,1.0554,2.4600,254,250
