symbol,n_snapshots,r2_direct,r2_+statistical,r2_total,marginal_statistical,marginal_derived,derived_share
HAS,74,0.2691,0.2832,0.3164,0.0141,0.0332,0.1050
EYE,63,0.2691,0.2823,0.3303,0.0132,0.0480,0.1454
CUBE,74,0.2691,0.2836,0.5195,0.0145,0.2359,0.4541
SNEX,74,0.2688,0.2996,0.3569,0.0308,0.0573,0.1604
BMRC,74,0.2688,0.3341,0.3902,0.0653,0.0562,0.1440
CI,74,0.2688,0.3062,0.4000,0.0374,0.0938,0.2345
MATX,74,0.2683,0.2948,0.3537,0.0265,0.0589,0.1666
GRBK,74,0.2682,0.2797,0.3373,0.0115,0.0576,0.1708
DOCU,57,0.2681,0.3675,0.4247,0.0994,0.0572,0.1346
KFRC,74,0.2680,0.3034,0.3598,0.0353,0.0564,0.1568
WFRD,24,0.2678,0.2913,0.3518,0.0235,0.0605,0.1721
UAA,74,0.2677,0.2998,0.3544,0.0320,0.0546,0.1540
EVCM,18,0.2669,0.2808,0.3384,0.0140,0.0576,0.1702
BHB,74,0.2667,0.3167,0.3796,0.0500,0.0629,0.1657
PECO,23,0.2666,0.2961,0.3795,0.0295,0.0834,0.2198
FLR,74,0.2663,0.2919,0.3705,0.0256,0.0785,0.2120
MCHB,74,0.2661,0.3281,0.3791,0.0620,0.0510,0.1346
FLG,74,0.2661,0.3310,0.4003,0.0649,0.0693,0.1731
OXM,74,0.2658,0.3157,0.3820,0.0499,0.0663,0.1737
AEE,74,0.2657,0.3168,0.6766,0.0511,0.3598,0.5318
PFSI,74,0.2657,0.2821,0.3284,0.0164,0.0464,0.1412
IPAR,74,0.2657,0.2811,0.3239,0.0154,0.0428,0.1321
ROCK,74,0.2656,0.2862,0.3492,0.0206,0.0629,0.1803
ELV,74,0.2653,0.3004,0.4297,0.0351,0.1294,0.3010
HTGC,74,0.2653,0.2809,0.3207,0.0157,0.0397,0.1239
LNT,74,0.2652,0.3276,0.7036,0.0624,0.3760,0.5344
CNX,74,0.2651,0.2860,0.3367,0.0209,0.0507,0.1505
PWP,26,0.2649,0.2803,0.3301,0.0154,0.0498,0.1508
NSA,74,0.2648,0.2780,0.4758,0.0131,0.1978,0.4158
HESM,69,0.2648,0.2882,0.3509,0.0234,0.0627,0.1788
PFE,74,0.2647,0.2884,0.4298,0.0237,0.1413,0.3289
SLGN,74,0.2647,0.2953,0.3410,0.0306,0.0457,0.1340
VRTX,74,0.2647,0.2859,0.4535,0.0213,0.1675,0.3695
TWLO,74,0.2646,0.3468,0.4072,0.0821,0.0604,0.1484
ES,74,0.2646,0.3095,0.6795,0.0449,0.3700,0.5446
WKC,74,0.2644,0.3098,0.3671,0.0454,0.0573,0.1561
CASH,74,0.2643,0.3071,0.3718,0.0427,0.0647,0.1741
MIR,29,0.2643,0.2886,0.3220,0.0243,0.0334,0.1037
SAFE,74,0.2643,0.2847,0.3566,0.0205,0.0719,0.2015
TBB,62,0.2642,0.2736,0.3074,0.0094,0.0337,0.1097
UA,74,0.2641,0.2984,0.3594,0.0343,0.0610,0.1697
GAIN,74,0.2641,0.2782,0.3176,0.0141,0.0394,0.1239
EHC,74,0.2640,0.2882,0.3383,0.0242,0.0501,0.1482
CRVL,74,0.2638,0.2792,0.3199,0.0154,0.0407,0.1274
SOFI,24,0.2638,0.3198,0.4415,0.0560,0.1217,0.2757
MYRG,74,0.2637,0.2886,0.3469,0.0249,0.0583,0.1681
FMNB,74,0.2635,0.3390,0.3968,0.0755,0.0579,0.1458
ARR,74,0.2635,0.2993,0.3602,0.0358,0.0609,0.1692
WSR,74,0.2634,0.3221,0.4178,0.0587,0.0958,0.2292
SMG,74,0.2633,0.2836,0.3315,0.0203,0.0479,0.1444
BWB,58,0.2631,0.3353,0.3847,0.0722,0.0494,0.1285
PARR,74,0.2630,0.2980,0.3594,0.0350,0.0613,0.1706
DUK,74,0.2630,0.3192,0.6824,0.0562,0.3632,0.5322
DCO,74,0.2628,0.2938,0.3849,0.0310,0.0911,0.2366
AQN,74,0.2627,0.2769,0.3913,0.0142,0.1144,0.2924
ULTA,74,0.2626,0.2883,0.3454,0.0256,0.0571,0.1654
OTTR,74,0.2625,0.3012,0.4336,0.0387,0.1324,0.3053
RPAY,54,0.2622,0.2836,0.3297,0.0214,0.0461,0.1398
HQY,74,0.2621,0.2856,0.3399,0.0236,0.0543,0.1597
CARG,63,0.2621,0.2834,0.3252,0.0213,0.0418,0.1284
BAH,74,0.2619,0.2840,0.3605,0.0221,0.0765,0.2123
ARDC,74,0.2616,0.2706,0.3176,0.0090,0.0470,0.1480
NMFC,74,0.2615,0.2801,0.3240,0.0185,0.0439,0.1356
PRLB,74,0.2615,0.2855,0.3554,0.0239,0.0699,0.1967
ETSY,74,0.2613,0.3258,0.3684,0.0645,0.0426,0.1156
RILY,74,0.2610,0.2758,0.3213,0.0147,0.0456,0.1418
SE,63,0.2609,0.3281,0.4098,0.0672,0.0817,0.1993
ALRM,74,0.2608,0.3000,0.3632,0.0392,0.0632,0.1740
KRNY,74,0.2607,0.3440,0.3905,0.0833,0.0465,0.1191
EGBN,74,0.2607,0.3435,0.3976,0.0828,0.0540,0.1359
MCB,62,0.2607,0.3004,0.3649,0.0397,0.0645,0.1767
ETR,74,0.2605,0.3090,0.6347,0.0485,0.3257,0.5131
ACT,16,0.2605,0.2828,0.3162,0.0224,0.0334,0.1055
DTW,58,0.2603,0.2593,0.3018,-0.0011,0.0425,0.1409
AAON,74,0.2602,0.2768,0.3297,0.0166,0.0529,0.1603
FOR,74,0.2602,0.2768,0.3204,0.0166,0.0436,0.1359
INGR,74,0.2601,0.3061,0.3448,0.0460,0.0387,0.1123
BKH,74,0.2600,0.3238,0.5422,0.0638,0.2184,0.4028
WSM,74,0.2600,0.2712,0.3268,0.0112,0.0556,0.1702
VPG,74,0.2597,0.2840,0.3467,0.0243,0.0627,0.1808
MTUS,74,0.2594,0.2965,0.3756,0.0371,0.0791,0.2105
WK,74,0.2593,0.3140,0.3752,0.0547,0.0611,0.1630
WERN,74,0.2593,0.2748,0.3330,0.0155,0.0582,0.1749
DFIN,74,0.2593,0.2792,0.3279,0.0199,0.0487,0.1486
AWR,74,0.2590,0.2897,0.4520,0.0306,0.1624,0.3592
LTC,74,0.2590,0.3010,0.4703,0.0420,0.1693,0.3600
TTI,74,0.2589,0.2811,0.3609,0.0222,0.0798,0.2210
DGII,74,0.2588,0.2788,0.3327,0.0201,0.0539,0.1621
MASI,74,0.2587,0.3061,0.3617,0.0474,0.0557,0.1539
DTB,27,0.2586,0.2705,0.3047,0.0118,0.0342,0.1123
OLP,74,0.2585,0.3085,0.4109,0.0500,0.1024,0.2492
KD,15,0.2584,0.2682,0.3091,0.0097,0.0409,0.1324
ASTE,74,0.2583,0.2980,0.3705,0.0397,0.0724,0.1955
ALNT,74,0.2581,0.2833,0.3464,0.0252,0.0631,0.1822
OCSL,74,0.2581,0.2720,0.2853,0.0139,0.0133,0.0465
CAR,74,0.2578,0.2893,0.3623,0.0314,0.0730,0.2015
TREE,74,0.2578,0.2826,0.3483,0.0248,0.0657,0.1886
KE,74,0.2576,0.2870,0.3342,0.0295,0.0471,0.1410
TCBIO,22,0.2576,0.2628,0.3055,0.0052,0.0427,0.1399
QS,29,0.2575,0.3186,0.4286,0.0611,0.1100,0.2567
BL,74,0.2575,0.3297,0.3738,0.0723,0.0441,0.1179
ZS,58,0.2573,0.3679,0.4150,0.1106,0.0471,0.1134
VCYT,74,0.2572,0.2999,0.3830,0.0427,0.0831,0.2170
TXG,40,0.2572,0.3487,0.4609,0.0915,0.1123,0.2436
BWXT,74,0.2572,0.2770,0.3908,0.0198,0.1138,0.2911
BEPC,30,0.2570,0.2899,0.3845,0.0329,0.0947,0.2462
FITBO,40,0.2569,0.2742,0.3383,0.0173,0.0641,0.1896
POR,74,0.2569,0.3147,0.5774,0.0578,0.2627,0.4549
PDFS,74,0.2569,0.2706,0.3617,0.0137,0.0912,0.2520
SUN,74,0.2568,0.2745,0.3057,0.0177,0.0312,0.1021
OPTU,67,0.2567,0.2662,0.3150,0.0095,0.0488,0.1549
CRWD,43,0.2567,0.3870,0.4470,0.1303,0.0600,0.1342
PAY,20,0.2566,0.2857,0.3348,0.0291,0.0491,0.1466
LZ,19,0.2565,0.2831,0.3407,0.0266,0.0576,0.1691
UGI,74,0.2565,0.3220,0.4172,0.0655,0.0952,0.2281
NPKI,74,0.2565,0.2893,0.3766,0.0328,0.0873,0.2318
WWW,74,0.2564,0.2867,0.3452,0.0303,0.0585,0.1694
ADC,74,0.2563,0.2809,0.4905,0.0245,0.2096,0.4274
ADT,60,0.2563,0.2669,0.3087,0.0106,0.0418,0.1353
CROX,74,0.2562,0.2723,0.3304,0.0161,0.0581,0.1758
MEDP,74,0.2562,0.2701,0.3335,0.0139,0.0634,0.1902
NI,74,0.2561,0.3097,0.5863,0.0536,0.2766,0.4718
DIN,74,0.2560,0.2886,0.3798,0.0327,0.0911,0.2400
PRMB,74,0.2560,0.2644,0.3029,0.0085,0.0385,0.1270
FWRG,15,0.2559,0.2763,0.3195,0.0204,0.0432,0.1351
OPEN,31,0.2558,0.3389,0.4302,0.0831,0.0912,0.2121
CVS,74,0.2557,0.3057,0.4096,0.0501,0.1038,0.2535
EXR,74,0.2557,0.2715,0.5191,0.0158,0.2476,0.4771
LMND,30,0.2555,0.3342,0.4479,0.0787,0.1137,0.2538
EE,9,0.2553,0.2790,0.3281,0.0237,0.0491,0.1495
LYFT,46,0.2552,0.3001,0.4154,0.0449,0.1153,0.2775
BMRN,74,0.2548,0.2658,0.4115,0.0110,0.1457,0.3541
LHX,74,0.2548,0.2881,0.5070,0.0334,0.2189,0.4317
AMTB,51,0.2546,0.3253,0.3826,0.0707,0.0573,0.1498
EA,74,0.2545,0.2947,0.3467,0.0403,0.0519,0.1498
TXRH,74,0.2544,0.2765,0.3453,0.0221,0.0688,0.1993
NHI,74,0.2544,0.2908,0.4774,0.0365,0.1866,0.3908
PDO,24,0.2543,0.2602,0.2943,0.0060,0.0340,0.1156
BSM,74,0.2541,0.2792,0.3279,0.0251,0.0488,0.1487
HTLD,74,0.2540,0.2801,0.3298,0.0262,0.0497,0.1506
SO,74,0.2538,0.3062,0.6368,0.0524,0.3306,0.5192
CVNA,69,0.2534,0.2958,0.3492,0.0424,0.0534,0.1528
SGRY,74,0.2534,0.2742,0.3508,0.0209,0.0766,0.2183
FLNC,15,0.2533,0.2761,0.4019,0.0228,0.1258,0.3130
VTS,2,0.2533,0.2917,0.3791,0.0384,0.0874,0.2306
APPF,74,0.2532,0.2903,0.3422,0.0371,0.0520,0.1518
VRNS,74,0.2531,0.3294,0.3883,0.0763,0.0589,0.1516
IONQ,24,0.2530,0.3051,0.3749,0.0521,0.0699,0.1863
ALIT,30,0.2530,0.2735,0.3267,0.0205,0.0532,0.1628
VRRM,70,0.2527,0.2734,0.3068,0.0206,0.0335,0.1091
BURL,74,0.2527,0.2722,0.3242,0.0195,0.0520,0.1605
NCNO,30,0.2527,0.3386,0.4134,0.0859,0.0748,0.1809
IDA,74,0.2527,0.3036,0.5881,0.0509,0.2845,0.4838
ATO,74,0.2525,0.3157,0.5785,0.0632,0.2627,0.4542
MMSI,74,0.2525,0.2602,0.3079,0.0077,0.0477,0.1550
PNW,74,0.2524,0.3104,0.6028,0.0580,0.2924,0.4850
W,74,0.2521,0.2957,0.3605,0.0436,0.0648,0.1798
CARS,67,0.2520,0.2702,0.3206,0.0182,0.0504,0.1572
TDW,74,0.2520,0.3029,0.3753,0.0509,0.0724,0.1929
SSP,74,0.2516,0.2834,0.3421,0.0318,0.0587,0.1716
NABL,18,0.2516,0.2776,0.3247,0.0260,0.0471,0.1450
RAMP,74,0.2515,0.2740,0.3227,0.0224,0.0487,0.1509
ERII,74,0.2515,0.2715,0.3261,0.0200,0.0546,0.1674
GIII,74,0.2515,0.2875,0.3676,0.0360,0.0801,0.2178
ORLY,74,0.2513,0.2719,0.3277,0.0205,0.0558,0.1703
FTAI,74,0.2513,0.2650,0.3217,0.0137,0.0566,0.1760
CMS,74,0.2513,0.3054,0.7033,0.0541,0.3980,0.5658
CCBG,74,0.2511,0.3199,0.3817,0.0688,0.0618,0.1620
MBIN,63,0.2511,0.3085,0.3596,0.0575,0.0511,0.1421
SIGIP,25,0.2510,0.2610,0.2817,0.0100,0.0207,0.0735
NTST,29,0.2509,0.2720,0.4189,0.0212,0.1469,0.3506
BOX,74,0.2506,0.2728,0.3183,0.0222,0.0455,0.1429
PAR,74,0.2506,0.2758,0.3253,0.0252,0.0495,0.1523
AGNCM,46,0.2506,0.2564,0.2976,0.0058,0.0412,0.1384
IIPR,73,0.2505,0.2692,0.3172,0.0186,0.0480,0.1513
EVRG,74,0.2504,0.2966,0.5598,0.0462,0.2632,0.4701
OSIS,74,0.2504,0.2684,0.3032,0.0180,0.0349,0.1150
MBUU,74,0.2503,0.2627,0.3213,0.0125,0.0586,0.1823
PRH,5,0.2501,0.2644,0.2946,0.0143,0.0301,0.1023
EGY,74,0.2500,0.2633,0.3157,0.0132,0.0525,0.1661
AVNS,74,0.2498,0.2663,0.3218,0.0165,0.0556,0.1726
CWST,74,0.2498,0.2664,0.3214,0.0166,0.0550,0.1711
GAP,74,0.2496,0.2842,0.3538,0.0346,0.0696,0.1968
COR,74,0.2496,0.2944,0.3922,0.0448,0.0978,0.2493
PUBM,25,0.2493,0.2972,0.3903,0.0478,0.0932,0.2387
WOOF,24,0.2493,0.2649,0.3219,0.0156,0.0570,0.1771
PHR,42,0.2492,0.3019,0.4073,0.0527,0.1054,0.2587
CTRE,74,0.2492,0.2694,0.4285,0.0202,0.1591,0.3713
IOT,13,0.2492,0.2879,0.3438,0.0388,0.0559,0.1626
RZB,74,0.2490,0.2569,0.2940,0.0080,0.0370,0.1259
ACHC,74,0.2489,0.2691,0.3211,0.0201,0.0520,0.1619
HBCP,74,0.2488,0.2911,0.3477,0.0423,0.0566,0.1628
GFF,74,0.2488,0.2666,0.3123,0.0178,0.0457,0.1464
CMTG,14,0.2486,0.2724,0.3269,0.0239,0.0544,0.1665
WAFDP,23,0.2485,0.2564,0.2965,0.0079,0.0401,0.1354
CHCT,74,0.2484,0.2663,0.3846,0.0178,0.1184,0.3077
ATRC,74,0.2481,0.2620,0.3316,0.0139,0.0696,0.2100
STRL,74,0.2481,0.2791,0.3333,0.0310,0.0541,0.1625
SBRA,74,0.2481,0.2844,0.4191,0.0363,0.1347,0.3214
WEC,74,0.2479,0.3049,0.6995,0.0570,0.3946,0.5641
RPC,15,0.2476,0.2587,0.2914,0.0111,0.0327,0.1121
NTNX,74,0.2474,0.2745,0.3279,0.0271,0.0535,0.1631
FIGS,20,0.2472,0.2657,0.3180,0.0185,0.0523,0.1646
SDGR,35,0.2471,0.3118,0.4759,0.0647,0.1641,0.3448
RC,74,0.2470,0.2752,0.3333,0.0282,0.0581,0.1744
TCPC,74,0.2469,0.2667,0.3250,0.0198,0.0584,0.1796
SANA,23,0.2464,0.2807,0.4444,0.0343,0.1637,0.3684
GSBD,74,0.2463,0.2544,0.3004,0.0081,0.0460,0.1533
BLMN,74,0.2462,0.2726,0.3361,0.0264,0.0635,0.1889
IEP,74,0.2462,0.2607,0.2892,0.0145,0.0285,0.0986
CIVB,74,0.2460,0.3096,0.3632,0.0637,0.0535,0.1474
WNC,74,0.2460,0.2939,0.3739,0.0480,0.0800,0.2139
GMED,74,0.2458,0.2654,0.3064,0.0195,0.0411,0.1340
NTLA,74,0.2457,0.2911,0.4692,0.0454,0.1781,0.3795
MTCH,74,0.2455,0.2888,0.3436,0.0433,0.0549,0.1597
SHAK,74,0.2455,0.2657,0.3265,0.0203,0.0607,0.1860
PFLT,74,0.2454,0.2603,0.3064,0.0149,0.0461,0.1504
TG,74,0.2453,0.2797,0.3336,0.0344,0.0539,0.1617
VSEC,74,0.2452,0.2681,0.3246,0.0229,0.0565,0.1740
TTWO,74,0.2452,0.2997,0.3500,0.0546,0.0503,0.1437
WLY,74,0.2451,0.2784,0.3284,0.0333,0.0500,0.1522
SPFI,44,0.2448,0.3007,0.3569,0.0559,0.0562,0.1576
LC,74,0.2447,0.2820,0.3614,0.0373,0.0794,0.2198
MCK,74,0.2445,0.2878,0.3826,0.0433,0.0948,0.2478
AMRC,74,0.2445,0.2803,0.3533,0.0359,0.0729,0.2065
KTOS,74,0.2444,0.2634,0.3702,0.0190,0.1068,0.2885
MSGS,74,0.2444,0.2670,0.3081,0.0226,0.0411,0.1335
BATRK,74,0.2443,0.2695,0.3295,0.0251,0.0600,0.1822
VRE,74,0.2442,0.3077,0.3901,0.0635,0.0824,0.2112
ZG,74,0.2440,0.2888,0.3638,0.0448,0.0750,0.2061
RM,74,0.2439,0.2654,0.3149,0.0215,0.0495,0.1572
GPI,74,0.2438,0.2817,0.3564,0.0379,0.0747,0.2096
GTN,74,0.2436,0.2739,0.3143,0.0303,0.0404,0.1285
POST,74,0.2435,0.2796,0.3530,0.0360,0.0734,0.2080
SR,74,0.2435,0.3075,0.4822,0.0640,0.1746,0.3622
PMT,74,0.2432,0.2599,0.3372,0.0167,0.0773,0.2293
RBLX,22,0.2432,0.2977,0.3786,0.0545,0.0809,0.2138
AEP,74,0.2430,0.2895,0.6847,0.0465,0.3952,0.5772
CBRL,74,0.2430,0.2823,0.3655,0.0393,0.0832,0.2276
UNMA,55,0.2429,0.2547,0.3005,0.0118,0.0458,0.1524
HALO,74,0.2428,0.2582,0.3805,0.0154,0.1223,0.3214
OMCL,74,0.2427,0.2546,0.2920,0.0119,0.0374,0.1282
CAKE,74,0.2425,0.2747,0.3460,0.0322,0.0713,0.2060
XRAY,74,0.2425,0.2828,0.3396,0.0402,0.0568,0.1672
LAD,74,0.2425,0.2633,0.3104,0.0208,0.0471,0.1518
RUN,74,0.2425,0.2821,0.3790,0.0396,0.0969,0.2557
AI,25,0.2425,0.3110,0.4133,0.0685,0.1022,0.2474
HBT,39,0.2424,0.3130,0.3704,0.0706,0.0574,0.1549
GDOT,74,0.2424,0.2595,0.3007,0.0171,0.0412,0.1371
WGO,74,0.2424,0.2621,0.3296,0.0198,0.0675,0.2048
T,74,0.2423,0.3065,0.3520,0.0642,0.0455,0.1292
ICFI,74,0.2421,0.2729,0.3201,0.0308,0.0472,0.1475
CWT,74,0.2420,0.2790,0.4129,0.0370,0.1338,0.3241
TGT,74,0.2420,0.2565,0.3220,0.0145,0.0655,0.2035
DY,74,0.2420,0.2576,0.3122,0.0156,0.0546,0.1750
SATS,74,0.2420,0.2738,0.3329,0.0319,0.0591,0.1776
THC,74,0.2420,0.2695,0.3339,0.0276,0.0644,0.1928
XRN,74,0.2419,0.2728,0.3798,0.0309,0.1070,0.2817
BHFAN,26,0.2418,0.2489,0.2946,0.0072,0.0456,0.1549
AEO,74,0.2416,0.2725,0.3374,0.0310,0.0649,0.1922
BEAM,35,0.2413,0.3153,0.4979,0.0740,0.1826,0.3667
MRCY,74,0.2413,0.2567,0.3387,0.0154,0.0820,0.2420
VST,74,0.2412,0.2603,0.3280,0.0191,0.0677,0.2065
ONT,30,0.2411,0.2609,0.2970,0.0198,0.0361,0.1216
AGNT,59,0.2409,0.3093,0.3914,0.0684,0.0822,0.2099
NXRT,74,0.2409,0.2573,0.4062,0.0164,0.1489,0.3665
BATRA,74,0.2408,0.2651,0.3226,0.0243,0.0575,0.1782
WEN,74,0.2407,0.2521,0.3169,0.0114,0.0648,0.2043
KRP,71,0.2406,0.2617,0.2911,0.0211,0.0294,0.1009
MCFT,74,0.2406,0.2566,0.3038,0.0160,0.0472,0.1555
PTLO,15,0.2404,0.2621,0.3527,0.0217,0.0906,0.2568
HWKN,74,0.2404,0.2687,0.3278,0.0283,0.0591,0.1802
ATRO,74,0.2404,0.2693,0.3568,0.0289,0.0876,0.2454
PODD,74,0.2403,0.2861,0.3517,0.0458,0.0656,0.1864
CTKB,18,0.2399,0.2626,0.3469,0.0227,0.0844,0.2431
SMPL,66,0.2399,0.2507,0.2953,0.0109,0.0446,0.1509
HBANM,19,0.2397,0.2466,0.2863,0.0069,0.0396,0.1384
PTA,27,0.2397,0.2489,0.2888,0.0092,0.0398,0.1379
RSI,33,0.2396,0.2985,0.4050,0.0588,0.1066,0.2631
SMP,74,0.2391,0.2728,0.3126,0.0338,0.0398,0.1273
HLMN,25,0.2390,0.2641,0.3244,0.0251,0.0603,0.1858
ROG,74,0.2386,0.2502,0.3078,0.0116,0.0577,0.1873
ACCO,74,0.2386,0.2860,0.3407,0.0474,0.0548,0.1608
HTB,74,0.2386,0.2997,0.3761,0.0612,0.0763,0.2029
UI,74,0.2385,0.2482,0.2906,0.0097,0.0425,0.1461
MSTR,74,0.2384,0.2691,0.3207,0.0307,0.0516,0.1610
MGEE,74,0.2384,0.2898,0.4918,0.0515,0.2020,0.4107
CWEN,74,0.2383,0.2648,0.3558,0.0265,0.0910,0.2558
EIX,74,0.2383,0.2785,0.4612,0.0403,0.1827,0.3961
VTOL,74,0.2381,0.2614,0.3108,0.0234,0.0494,0.1589
VLTO,2,0.2378,0.2628,0.3039,0.0250,0.0411,0.1353
DKNG,42,0.2378,0.2824,0.3762,0.0447,0.0937,0.2491
REX,74,0.2376,0.2770,0.3375,0.0394,0.0605,0.1792
CQP,74,0.2375,0.2488,0.2880,0.0112,0.0392,0.1361
KELYA,74,0.2372,0.2866,0.3360,0.0494,0.0494,0.1470
NRIM,74,0.2372,0.2921,0.3529,0.0549,0.0607,0.1721
KNSL,74,0.2372,0.2513,0.2929,0.0141,0.0416,0.1420
CERS,74,0.2372,0.2734,0.3623,0.0362,0.0889,0.2454
USAC,74,0.2371,0.2564,0.3011,0.0193,0.0447,0.1485
DXPE,74,0.2371,0.2872,0.3494,0.0501,0.0622,0.1781
CNC,74,0.2371,0.2660,0.3667,0.0289,0.1007,0.2747
GPRE,74,0.2370,0.2633,0.3458,0.0262,0.0825,0.2386
ADAM,74,0.2369,0.2656,0.3387,0.0287,0.0731,0.2158
TDC,74,0.2366,0.2573,0.2997,0.0207,0.0424,0.1414
SPB,74,0.2366,0.2512,0.3032,0.0146,0.0521,0.1717
AIZN,26,0.2365,0.2441,0.2670,0.0076,0.0229,0.0859
TSLA,74,0.2365,0.3146,0.3978,0.0781,0.0832,0.2091
GBDC,74,0.2365,0.2467,0.3029,0.0103,0.0562,0.1854
NWE,74,0.2363,0.3010,0.5289,0.0647,0.2279,0.4309
APPS,74,0.2363,0.2879,0.3386,0.0516,0.0507,0.1498
RYZ,74,0.2360,0.2771,0.3581,0.0411,0.0810,0.2262
LLY,74,0.2360,0.2653,0.4209,0.0293,0.1556,0.3698
SLRC,74,0.2358,0.2500,0.3011,0.0142,0.0511,0.1699
MOD,74,0.2357,0.2660,0.3460,0.0303,0.0799,0.2311
NEU,74,0.2357,0.2621,0.3021,0.0264,0.0400,0.1326
VSAT,74,0.2354,0.2560,0.3182,0.0206,0.0622,0.1956
EDIT,74,0.2351,0.2727,0.4498,0.0376,0.1772,0.3939
Z,74,0.2347,0.2782,0.3524,0.0436,0.0742,0.2105
AAP,74,0.2346,0.2578,0.3057,0.0232,0.0480,0.1569
BBSI,74,0.2344,0.2650,0.3141,0.0306,0.0491,0.1565
IHRT,43,0.2343,0.2665,0.3238,0.0322,0.0574,0.1772
CL,74,0.2342,0.2853,0.5179,0.0511,0.2326,0.4492
ENSG,74,0.2341,0.2524,0.3026,0.0183,0.0503,0.1661
PSA,74,0.2337,0.2509,0.5108,0.0172,0.2599,0.5088
SFST,74,0.2331,0.2944,0.3474,0.0613,0.0530,0.1526
NWL,74,0.2331,0.2776,0.3380,0.0445,0.0604,0.1787
FIVN,74,0.2331,0.3322,0.3860,0.0991,0.0538,0.1393
PM,74,0.2329,0.2811,0.4032,0.0482,0.1221,0.3028
CASY,74,0.2329,0.2602,0.3048,0.0273,0.0445,0.1461
LW,74,0.2329,0.2625,0.3262,0.0296,0.0637,0.1952
PRKS,74,0.2327,0.2672,0.3455,0.0345,0.0783,0.2266
CODI,74,0.2327,0.2534,0.2981,0.0207,0.0446,0.1497
BJRI,74,0.2327,0.2655,0.3466,0.0328,0.0811,0.2339
NJR,74,0.2326,0.3019,0.4707,0.0693,0.1688,0.3585
FITBP,41,0.2324,0.2480,0.2782,0.0155,0.0303,0.1089
PEN,74,0.2322,0.2528,0.3096,0.0206,0.0568,0.1834
CSR,74,0.2319,0.2607,0.4011,0.0288,0.1404,0.3501
DFH,24,0.2319,0.2424,0.2946,0.0105,0.0522,0.1773
CCC,27,0.2319,0.2653,0.3368,0.0335,0.0715,0.2122
PSNL,43,0.2317,0.3019,0.4232,0.0701,0.1214,0.2867
GVA,74,0.2312,0.2775,0.3332,0.0463,0.0557,0.1673
EFC,74,0.2311,0.2548,0.3052,0.0237,0.0503,0.1649
PGNY,39,0.2311,0.2576,0.3340,0.0266,0.0763,0.2286
VISN,74,0.2309,0.2472,0.2958,0.0162,0.0486,0.1644
HOV,74,0.2309,0.2494,0.3068,0.0185,0.0574,0.1871
PLUG,74,0.2309,0.2757,0.3528,0.0448,0.0771,0.2186
TRIP,74,0.2307,0.2650,0.3360,0.0343,0.0710,0.2113
AFGE,28,0.2307,0.2412,0.2726,0.0105,0.0314,0.1153
EAT,74,0.2307,0.2514,0.3512,0.0207,0.0998,0.2843
DX,74,0.2306,0.2558,0.2947,0.0252,0.0388,0.1318
UNIT,74,0.2306,0.2433,0.3102,0.0126,0.0669,0.2157
DHC,74,0.2306,0.2681,0.3787,0.0376,0.1105,0.2919
RXRX,21,0.2305,0.2656,0.4262,0.0351,0.1605,0.3767
IIM,74,0.2304,0.2414,0.2805,0.0110,0.0391,0.1392
ORA,74,0.2302,0.2449,0.3106,0.0146,0.0657,0.2116
MRTN,74,0.2301,0.2481,0.3124,0.0180,0.0643,0.2058
AN,74,0.2300,0.2673,0.3206,0.0374,0.0532,0.1661
AMAL,53,0.2298,0.2868,0.3554,0.0569,0.0686,0.1931
ZETA,19,0.2298,0.2616,0.3399,0.0318,0.0783,0.2303
SAFT,74,0.2298,0.2958,0.3384,0.0660,0.0426,0.1258
BG,74,0.2298,0.2711,0.3146,0.0413,0.0435,0.1383
CZNC,74,0.2298,0.2769,0.3236,0.0471,0.0467,0.1442
CPS,74,0.2297,0.2703,0.3471,0.0407,0.0768,0.2212
DGX,74,0.2296,0.2401,0.3276,0.0105,0.0875,0.2671
URBN,74,0.2295,0.2618,0.3215,0.0323,0.0597,0.1855
CHRW,74,0.2295,0.2429,0.2976,0.0134,0.0547,0.1839
BWFG,74,0.2295,0.2734,0.3301,0.0440,0.0567,0.1718
CHEF,74,0.2293,0.2608,0.3306,0.0315,0.0698,0.2112
MAT,74,0.2293,0.2433,0.2902,0.0140,0.0469,0.1617
ABBV,74,0.2292,0.2545,0.3966,0.0253,0.1422,0.3585
GNK,74,0.2292,0.2419,0.3078,0.0128,0.0658,0.2139
SHBI,74,0.2290,0.2828,0.3338,0.0538,0.0511,0.1530
FNLC,74,0.2289,0.2887,0.3463,0.0597,0.0576,0.1663
YEXT,69,0.2283,0.2747,0.3238,0.0464,0.0491,0.1515
MAGN,74,0.2283,0.2615,0.2955,0.0332,0.0340,0.1150
MNRO,74,0.2282,0.2558,0.3056,0.0275,0.0498,0.1630
RARE,74,0.2282,0.2573,0.4344,0.0291,0.1771,0.4077
GEHC,2,0.2280,0.2354,0.2883,0.0074,0.0529,0.1835
GSHD,57,0.2279,0.2541,0.2748,0.0262,0.0207,0.0754
GH,51,0.2279,0.3065,0.4257,0.0786,0.1193,0.2802
OGS,74,0.2277,0.2813,0.4871,0.0536,0.2058,0.4225
MLR,74,0.2277,0.2696,0.3061,0.0420,0.0365,0.1192
TTGT,74,0.2276,0.2655,0.3077,0.0378,0.0422,0.1372
